Name,Title,aiconalt,View,State,View1,asizebase
Siva C.,Chopper is really pathetic in just less than 2 months it got damaged,1.0 out of 5 stars,"Reviewed in India on July 24, 2020",Verified Purchase,"The chopper of the mixer got damaged in less than 2 months, I wouldn't suggest this to anyone. Instead go for a less costlier mixer and buy electric chopper separately that would be a better deal.
To my surprise while lodging the complaint they said mixer has to be brought to the service center and there is no home service, if I would have known that I wouldn't have gone for this mixer as other companies are providing home service for mixers.",3 people found this helpful
Amol Kedare,Sensitive ears stay away,4.0 out of 5 stars,"Reviewed in India on January 16, 2021",Verified Purchase,Extremely loud. I have Tinnitus so I don't go anywhere near the mixie when it's on. My spouse handles it and she faces noise discomfort too. I bought it since I support Indian goods. Rest everything is fine. Works like a charm. It's motor is too powerful,2 people found this helpful
Amazon Customer,"Lots of noice while grinding,  chopping and garting we can bare that sound for 30 sec or 1 minit....",3.0 out of 5 stars,"Reviewed in India on May 9, 2021",Verified Purchase,"I replaced the product due to lots of noice in middle jar...I received new one but same problem arise again....I did expect this from preethi zodiac. I used preethi planitumm for 7years. It was very good. Small problem like washer changed twice...that's it....so I went to again preethi zodiac though it is bit expensive..choping and grating is very good.but grinding part am unable bare that sound sorry to say this.
I know 1000wtts mixi will come sound, so only I opted for 750wtts......
But very much disappointed....
Thank you.",
dsrk,Not so great product.,3.0 out of 5 stars,"Reviewed in India on September 8, 2019",Verified Purchase,"After one year of use, im writing this review.
I ordered the mixi from Amazon, i received a used, but well cleaned mixi, jars are not used.. The the main unit had many scratches.

After few months of use i often have the challenge that the speed control knob comes out regularly during use.

Almost after 7 months, one jars blade become loosen, i couldnt fix it as the thread was damaged with the regular use. Cant see any quality here. The juicer unit too not at pae.

So i dont feel proud of this product. Its an average quality material.",
Md Ali mehar,THE JARS are not good.The handle of the Chetny Jar is separated as is not welded properly.,3.0 out of 5 stars,"Reviewed in India on January 22, 2020",Verified Purchase,"Noice level is more than average. Jars are not properly fitted with blades, there is more play between the blades and the jars, proper watchers should be used to reduce the play.The Chetny jar is not good. It's handle is separated. It is not properly welded. Photo of the same is added.
Handles of the jars are not properly welded. Instead of welding they should be fitted with Screws.
Rotation speed up the Master chef is to be further reduced using proper Gear box.",One person found this helpful
unknown,Just OK product,3.0 out of 5 stars,"Reviewed in India on April 28, 2020",Verified Purchase,"I bought my first food processor. Unfortunately the small chutney jar blade got some problem. Bought in October and thankfully my old mixer came for rescue in this Lockdown. I think jars and blade needs quality improvement.
Also there was no user manual inside the box. Request seller to share soft copy of user manual.",2 people found this helpful
Shankar,Terrible build quality,1.0 out of 5 stars,"Reviewed in India on December 24, 2021",Verified Purchase,"We bought this in May 21 and it proved to be very useful for kneading, chopping and grinding. However, the inside base of the kneading jar started scraping off today and the plastic got mixed into the onions which in turn got added to the curry. Hardly 9 months and it’s their high-end model and we get such a ridiculously inferior build quality.",One person found this helpful
Sai,Need to be updated,2.0 out of 5 stars,"Reviewed in India on June 10, 2020",Verified Purchase,"Keep aside that how it is working..first I need to speak about this product noise level..it is producing too high sound, really it give headche to users.Now I am coming to product performance it is working as our expectations but they should provide two different blades to cut the vegetables bcoz now one they are providing that cut thin pieces,if you cook after cutting, the curry looks like gravy,,this is very dispointing me badly.juice jar not that much good...",One person found this helpful
Sindhu Nair,Jar started rusting in two months,2.0 out of 5 stars,"Reviewed in India on August 14, 2021",Verified Purchase,Didn't expect the poor quality jar from Preeti Zodiac. The jars are not heavy. It's very thin and already started Rusting. As u can see in the image. Second started rusting from inside. I purchased this in the mth of june2021 and within two months it started rusting. Machine is working fine. But not happy at all with the quality of jar.,One person found this helpful
Basil Eldho Arackal,It is awesome,5.0 out of 5 stars,"Reviewed in India on November 4, 2020",Verified Purchase,,4 people found this helpful
Kindle Customer,Too much plastic,3.0 out of 5 stars,"Reviewed in India on February 22, 2021",Verified Purchase,"I only received the product yesterday. The first thing that came to my mind is they have used a lot of plastic.
Next they claim the jar is 2.1L but on the jar it is written 1.5L max not sure why Preethi is cheating people with false claims.

I'll update further after using it for a month atleast",One person found this helpful
Geetha ganesh,Super past .. Beauty queen Preeti,5.0 out of 5 stars,"Reviewed in India on December 4, 2019",Verified Purchase,Noise level  very high  2starEasy to clean 4starEasy to use 5star But one miss there coconut scraper  Preeti  mixer .  Colour totally not black.. 2 colour mix not Beauty look .  grinding is so speed  ..5star  ... 70%plastic ☹️30%metal so not good. Jar open  is carefully.. chance to damage.. not durability..  transparent jar smoothly use  overall 4star mixer .. I love it😍,4 people found this helpful
R2D2,Too good a food processor!!,5.0 out of 5 stars,"Reviewed in India on November 17, 2019",Verified Purchase,"Bought this a year back after the very pathetic Inalsa food processor gave us multiple quality related issues within just a couple of years.

Now, this one reminds me of my old Dynora mixie that lasted us over 17years. The quality is sturdy and motor is highly efficient and much less noisier than most other mixie.

The attachments are also of such a good quality.",One person found this helpful
Arun jaiswal,"Very bad experience, cheated by preethi company",1.0 out of 5 stars,"Reviewed in India on October 29, 2020",Verified Purchase,"Very bad experience with this mixer, fully defective in only 8 mints, defective piece supplied from begning very high notice, small jar and main unit damage in only 8 month, for repairing called Tollfree then they told we are not selling nor servicing in ""BIHAR"", then why sold to a ""BIHARI"", for cheating???? After one month mailing to Amazon and preethi also there is no output, then ireview this product, DONOT BUY this company mixer, thanks for the experience",One person found this helpful
Mahesh Kumar,Bad quality of jars,2.0 out of 5 stars,"Reviewed in India on July 18, 2021",Verified Purchase,"After lot of positive reviews seen all over, we bought this product. Initially it looked perfect, but now after 8 months of purchase, I'm not having a good feeling about this product. The main problem I'm facing is the frequency in which the jar bush wears out . The chef plus jar used for atta knitting is broken . The plastic is of low quality and cracks appeared after 3-4 months of use. The noise level is very high . I had used my previous mixer  which was 1/4th of zodiacs price for 10 years . But zodiac doesn't look it won't survive much",
Komal,Quality wise good but too much noisy,2.0 out of 5 stars,"Reviewed in India on December 17, 2017",Verified Purchase,"Good product and very useful. Quick to work with. I use it regularly for interweaving of flour. If u put exact quantity of flour and water mix instructed by trainer, you get perfect results... But it's too noisy... I personally do not recommend buying this brand product. You cannot use it with family members at home as it's too noisy to create lot of disturbance. Such things harm your ears as well.",4 people found this helpful
Surendra k,Unbearable Noise. Not sure if AMAZON delivered a fault product to me.,1.0 out of 5 stars,"Reviewed in India on February 22, 2021",Verified Purchase,Unbearable Noise. Grinding or Mixing is not that with quality. You will regret after buying this product. I can rate this product as 2 on the scale of 1 to 10.,3 people found this helpful
Manoj,Noisey but Very Helpfull,5.0 out of 5 stars,"Reviewed in India on December 24, 2019",Verified Purchase,"I'm usingthis product from last 15 days
It's little bit of Noisy when it comes to make Atta Kneeding , bt it's easy to make chapthies in minutes
But rest won't make that much of sound
Chopping and juicer are excellent
Handles of all Jars are in good quality.
Mixer looks beautiful design, light weight and for better grip.
Overal it's very good product who are lazy in kitchen",4 people found this helpful
Amazon Customer,"Build quality very very poor, broken part within one month",1.0 out of 5 stars,"Reviewed in India on May 15, 2022",Verified Purchase,"After use one month broken part, call to customer care they are telling no service available for delhi NCR, bulid quality very very poor in this price, without service this products is use less, please check before buy maintenance service available, in this price so many good quality products available and very good customer support. I think Amazon should show alert message services not available in your pin code before buy",
Surabhi,👎🏼 VERY BAD JUICER. 👎🏼,2.0 out of 5 stars,"Reviewed in India on June 27, 2020",Verified Purchase,"The juicer is 👎🏼VERY BAD👎🏼 ! I tried it with oranges and it blended all the seeds making the juice bitter 😩. It also doesn’t work well with lauki and carrot 🥕👎🏼.

The mixer grinder is working well though.
I will buy a different juicer now.

Please get this for regular mixer grinder work.

💕",One person found this helpful
Sagnik Patra,Buy it or regret it ..,5.0 out of 5 stars,"Reviewed in India on June 25, 2017",Verified Purchase,"The packing was good . The product quality is very good ... It is a 750 watt motor thatswhy it sounds loud but that doesn't matter because it completes its task rapidly and specially the pulse mode is awesome in a second or 5 the onion potato etc are chopped.
In kolkata there is no service centre but that doesn't matter because if the product is problematic then you can sent the product through courier to their service centre....
Enough talk buy it ...",10 people found this helpful
Salami,Don't even think of buying this.,2.0 out of 5 stars,"Reviewed in India on April 24, 2019",Verified Purchase,"Thia os really not satisfying. The noise level is such in a high level that you will sure feel weird about using it that all your neighbors come knocking your door. Especially the dough maker is a stand up in making a lot of irritating noise. I don't recommend anyone to but this, instead you can get every things separately for much lesser cost than spending in this one product.",3 people found this helpful
Muthurajan,Food processor is not good.not recommended,1.0 out of 5 stars,"Reviewed in India on January 23, 2022",Verified Purchase,I recently bought this product .The food processor jar’s bolt fell down .I got it replaced .Again it fell down .Too much disappointment.I use only for atta dough making .only once I used ..that too as per the technician guidance .Again the bolt fell down.The high price is not worth it.Better to go for mixer grinder option only .For food processor we can buy any other brand.Waste of money and mental tension !,One person found this helpful
Viky,Best for people who loves cooking,5.0 out of 5 stars,"Reviewed in India on April 4, 2022",Verified Purchase,"Blades are very sharp, vegetable cutter is awesome. Juicer also upto the mark. Only flaw I felt is noise, it's too much. But comparing with other features I think noise can be ignored",One person found this helpful
Ranjith R,Not much great but ok for daily use,4.0 out of 5 stars,"Reviewed in India on August 26, 2020",Verified Purchase,"I was attracted with so much functionality but it is not much so great to say. It is definitely helping in Atta kneading and don't go with their suggested measurement. Just use a little bit less water than mentioned in the measurement cup. I couldn't get much coconut milk as seen in the advertisement. Then I used the grating blade to get coconut milk. Apart from it is a good product to make a different type of Juice like Watermelon, lemon, Musambi, Orange etc...
One problem I faced is that the overload indicator light was stopped blinking from the next day itself. I tried a lot to reach out their support but it was a bad experience for me. Need to find out a way to reach out their support.
Another observation is that not much great finishing quality of the material.",
Mohankumar,Good,5.0 out of 5 stars,"Reviewed in India on March 9, 2022",Verified Purchase,Good,3 people found this helpful
minu kuriakose,Function of Preeti Zodiac Food Processor,4.0 out of 5 stars,"Reviewed in India on November 24, 2020",Verified Purchase,"The Machine is a beast, in terms of performance. With its powerful motor ( 750 Watts ) the work is made easier, in a short time. But it's Very Noisy. Separate attachments for Kneading Dough makes it a hassle. Low cost Plastic bases of accessories doesn't seem to make it durable. At a price of around ₹. 7500, it's expensive w.r.t. the product. It should have been ideally priced at around ₹. 4000. I think other Products of the same type are available at around ₹. 4000 in the market.",
Abdul Thahir119,Best mixer grinder under 8k,4.0 out of 5 stars,"Reviewed in India on November 23, 2020",Verified Purchase,"One of the best products I got, It's sooo useful, Worth buying,It has been just 3-4days I hv been using it but felt it very much useful n it has made my cooking much easy n even faster.The master chef jar is awesome.Hope it to becthe same as days go on.Thanks Preeti for such a wonderful product.
Finally I ❤️ this product
If any one want a best mixer grinder under 8k then u can blindly go for it without any doubt",
Praveen Kumar,Motor making noise !!,3.0 out of 5 stars,"Reviewed in India on July 5, 2020",Verified Purchase,Its not even 2 complete months since i bought this!!! Couldn't remove the blades off the blender and its bit hard to clean !!! The mixie on the whole makes loud noise !!! Otherwise the kneader ...chopper ...blender ...juicer..mixer .. Everything is so cool and amazing !!! Please make a demo video on how the parts of the jar or blade could be removed and fitted !!! Would be lot helpful !!,
piyush p.,one of the best,4.0 out of 5 stars,"Reviewed in India on June 16, 2022",Verified Purchase,"They provide pleanty of jars, i like the masterchef jar the most.
i kinda found the handles of jars to be not so sturdy.

also it is hard to handle the squeezer which rotates (to extract juice form oranges), cause it rotates with a high speed.
the motor makes soo much noise, this may be because it is rated high power.

overall it was really nice product that I would recommend someone to buy.",
Neha babar,Quality,5.0 out of 5 stars,"Reviewed in India on February 23, 2022",Verified Purchase,"Noise level is so loud... otherwise all good
Looks attractive",3 people found this helpful
"Dr.N.B.Shridhar, Professor and Head Department of Veterinary Pharmacology and Toxicology, Veterinary College, Shivamogga-577204,Karnataka",The Jar is not working and it cant be repaired,1.0 out of 5 stars,"Reviewed in India on May 5, 2022",Verified Purchase,The Jar is not working and it cant be repaired. The service station people are keeping the product with them without the required spare part,One person found this helpful
SB Mahadevaiah,Totally waste of money and I lost beleive on Amazon,1.0 out of 5 stars,"Reviewed in India on May 12, 2021",Verified Purchase,Very very poor quality product don't buy this waste of money and not performing properly totally company is cheating customer please I request all don't go for all preeti products it's ano one cheating company and I advised Amazon please don't recommend and promote like these cheating company if u r going to promote like this ur reputation is spoil,One person found this helpful
P.Venkatesan,Not value,2.0 out of 5 stars,"Reviewed in India on May 31, 2021",Verified Purchase,"Product and colour is good, juser jar is burnt, I am so disappointed, and price is too much, not value of price the grinder Otherwise ok, not satisfied.
Only one benifit vegetable cutter. It's amazing.
Over nouise.",One person found this helpful
Lavanya T,It's the Worst Product🤬 and Not Worth It 😑,1.0 out of 5 stars,"Reviewed in India on October 20, 2020",Verified Purchase,"I Bought this Mixer 2 months Back. Didn't face any problem in the Beginning but then  later on, Motor Sound was Increasing day-by-day and the material of the Jars are very very poor in Quality. It left stains on the Jars and it's been just 2 months. Although the product looks Premium in the Advertisements, in reality the plastic and stell used is of very Average Quality. It's SO Pathetic, Very Poor Quality and not Worth for the Price. Not at all Satisfied with the Product. Didn't Expect from such a Reputed Brand",One person found this helpful
sravani,Worst experience ever,1.0 out of 5 stars,"Reviewed in India on April 13, 2020",Verified Purchase,Worst thing I got. so many damages to it. as i bought this last year and i went to abroad immediately . so i didnt checked every part. but later found so many damages. i cant open juice jar backside and the blades are not at all fitting for chopping. a very bad experience. please u guys check immediatly. Now even i cant return them. Just waste of money,3 people found this helpful
RK,Do not buy,1.0 out of 5 stars,"Reviewed in India on August 20, 2020",Verified Purchase,Quality of atta blade is tooo poor.jar covers also very poor quality .wax coming out of food processor gear .Got replacement and then again new peice also had same issue with food processor gear .Thanks to amazon's great service got refund n was able to return the product.Do not even think to buy this product .Not at all worth for 7700 .,2 people found this helpful
Prasenjit Dey Mazumdar,Deafening noise,1.0 out of 5 stars,"Reviewed in India on July 9, 2021",Verified Purchase,"I have been using this for last 8 months. It is working well and doing what it is supposed to do. However, I will not recommend this product for deafening noise it makes. The noice level is high enough to cause inconvenience even to the neighbours. You probably need a good set of ear plugs while operating this.",One person found this helpful
anu,Ok mixer,3.0 out of 5 stars,"Reviewed in India on August 8, 2021",Verified Purchase,"I am using this mixer for a month now. The rubber and silicon used is very bad and Low grade. I am sorry to say that, the juicer has a terrible smell which comes into the juice. This is very disappointing. Expect for the terrible smell all other funtions are good.",
Arulsivan,Bad quality and too noisy,1.0 out of 5 stars,"Reviewed in India on June 21, 2021",Verified Purchase,"Too noisy and bad quality . The jar bush broke within 1 month . The preeti blue leaf
worked well(better grinding and low noise) for 7 years at half the price. Not worth buying . lot of useless accessories, instead they could have focused on better mixer grinder
Juice smells of plastic after using juicer.",One person found this helpful
Amazon Customer,Genuine,5.0 out of 5 stars,"Reviewed in India on May 21, 2019",Verified Purchase,Genuine product delivered to me. Lot easier to clean and everything works as illustrated. It's faster so saves much time in d kitchen. D noise s on higher side but dat my neighbors ll get used to. Only thg dat concerns me is that the plastic quality of the jars seems below average. One has to be careful handling them for a long life.,One person found this helpful
Narayanan,Good brand with quality products fails way beyond expectation.,2.0 out of 5 stars,"Reviewed in India on June 30, 2021",Verified Purchase,Have been a fan of Preethi Appliances for ages. All earlier purchases were good. This one had to be serviced for loose blades and gaskets twice in the first year itself. The grinder is noisy and does not grind as expected. We have also experienced a burning smell occasionally.,One person found this helpful
Dr. HEBBAR,Disappointing,1.0 out of 5 stars,"Reviewed in India on January 12, 2020",Verified Purchase,"So much said about this product that with couple of uses the main Master Chef Plus Jar broke at its base attachment rendering it useless...!!
Disappointedly,

Dr. Raghavendra Hebbar",3 people found this helpful
Joseph Kuruvilla,Excellent product! Must have!,5.0 out of 5 stars,"Reviewed in India on December 23, 2019",Verified Purchase,"This is an upgraded version of the normal mixie. My mother who was using Preethi Steele mixie initially discouraged me not to buy Zodiac, telling that it may not be of much use. But after using the super mixie, she is a fan of it. The 'Mastercheff jar' is the additional jar when compared to the normal mixie; and it's of great use. A really helpful product, a must have in every kitchen.",One person found this helpful
DPS,Received a rusted product. Parts broke after using it for just 4 times,1.0 out of 5 stars,"Reviewed in India on September 21, 2021",Verified Purchase,"I received this Mixer grinder on 4 July 2021 and have used it 5 times since. The quality of the product received was very poor. as you can see in the images the parts were rusted. This particular jar which is the most central part of the mixer grinder was rusted, rendering the entire unit completely useless. Highly disappointed.",One person found this helpful
Bhalerao,:-(,2.0 out of 5 stars,"Reviewed in India on November 8, 2018",Verified Purchase,"I bought this 2 weeks ago - chutney jar worked fine, when I tried to make idli batter in the wet grinder, the plastic coupler on the base came off. Amazon return window is also closed. :-( Noise is much higher than my earlier Philips grinder mixer. I never imagined I would have to reach out to the Service center in the first month itself!",2 people found this helpful
Ak,I think this fiod pro needs improvement,1.0 out of 5 stars,"Reviewed in India on November 24, 2019",Verified Purchase,"The jar plastic started melting...this review is after 4 months use... Although rhe bkades are fine.... But either the har plastic quality is poor or the metal heats up too much
.. Another issue is that the juicer jar is not functioning now... Since the detachable part of juicer is not getting attached now..",One person found this helpful
B GANESH BABU,Ensure all the bits and pieces are genuine from OEM,5.0 out of 5 stars,"Reviewed in India on August 1, 2018",Verified Purchase,"Received product undamaged but the juicer jar blade assembly looks not belongs to preethi, because of the physical look of plastic is not good and no preethi logo on it too. I bought this for house hold use and did excellent job with stylish look.",4 people found this helpful
Shri Vignesh,PREETHI ZODIAC MIXER JAR_ VERY POOR QUALITY ..,1.0 out of 5 stars,"Reviewed in India on October 12, 2020",Verified Purchase,"Very very much disappointed of this product..
Quality is very cheap n very much lighter in weight.
Tooo noisy compared to any other mixer jar.
Taking more time even to grind chutney's n also not grinding finely.
All jars are wobbling even after fixed to the body..
Above all, ...inspite of many complaints from us no response from preethi customer care..",One person found this helpful
Amazon Customer,Bad experience due to material,1.0 out of 5 stars,"Reviewed in India on October 14, 2018",Verified Purchase,"Power knob came out easily, was very loose, die casting of power knob was worst. Juicer jar does not have enough space for waste material i.e., take one apple juice then remove waste from bottom, then make a other apple juice so not good as a juicer. Otherwise a good product for aata making, vegetable processing. Returned the prouct.",6 people found this helpful
Abdul nijas vp,Troubled with picking this mixi,1.0 out of 5 stars,"Reviewed in India on May 8, 2021",Verified Purchase,I bought this product .lot of complaints the jars lid is loose from the pick up we always need to catch the lid while mixi working.here look the inner nuts have been broken and another jar is only making noise no grinding .I have two year product warranty.I called the costomer care but they don't response .please kindly give information to change the product,One person found this helpful
Shriram M.,Good brand and overall product is good build quality,4.0 out of 5 stars,"Reviewed in India on November 28, 2020",Verified Purchase,"Motor is really powerful and functioning smoothly not much noise, I like chantey jar because it mixes all the ingredients very well feeling like single bond.
I am not happy with coconut cutter because when I started using its started burning the plastic edges of that supporting utensils, not sure what the issue is? Because I followed all guidelines given in video clip to use the cutter, I think I need raise this issue with Preeti customer care for fixing that issue but due to this pandemic situation I don’t want to call anybody at my home, so will raise this issue once situation improves",
Lalitha,Awesome,4.0 out of 5 stars,"Reviewed in India on November 8, 2020",Verified Purchase,Forget about review guys..  Just go for it..  I'm using it from 3 months..  Trust me this is wonderful..  Time saver..  Juices are same as you drink in restaurants.  Atta kneading in 2 mins for 6 people.  And super easy to use and clean..  Wanna make carrot halwa. ? Grate carrot in two minutes.  I want to explain about each and every jar..  Super quality and it is like you have 5 hands.. Just go for it..,One person found this helpful
Prince Lobo,Nice Product Preethi Zodiac Mixer Grinder,5.0 out of 5 stars,"Reviewed in India on October 8, 2020",Verified Purchase,This is mixer grinder from Preethi a great product. No damages on delivery nice job by Amazon. Master Chief Jar was good. Need to learn and practice lil bit. Chetniye jar is superb. Using from last 2 months. No issues. Noise level is little hi when using Master Chief Jar. Just go for it. It's a nice product from Preethi.,2 people found this helpful
SRINIVASA RAO K,"Poor quality of Jar handles , it's bad nane to Brand Preeti",1.0 out of 5 stars,"Reviewed in India on July 4, 2021",Verified Purchase,Video Player is loading.,2 people found this helpful
Anand,Received defective and used product(seller-cloudtail india),1.0 out of 5 stars,"Reviewed in India on May 20, 2020",Verified Purchase,"I have ordered Preethi Zodiac MG 218 Mixer Grinder product on 06/05/2020,found the product faulty that extra juice blade in detached condition(img-7)and seems like some one already used its,so I had replaced the product and received the product again on 15/05/2020,this product is too worst than the first one and it is also seems like some one already used it. Attached here a few pictures(pictures(original order(img 7)and replacement order(img  1-6) ), I was deeply saddened about the products and service provided by seller(cloudtail india) and Amazon.",One person found this helpful
Amazon Customer,Preethi Zodiac MG 218 750,5.0 out of 5 stars,"Reviewed in India on October 14, 2019",Verified Purchase,"I would like to to draw your attention that we want assistance towards repair of said product. Though it is under warranty, please help us out so pass on some of executives number so that he can reach us and solve the problem.",3 people found this helpful
Aditya,Good one,5.0 out of 5 stars,"Reviewed in India on July 6, 2020",Verified Purchase,"I have been using from past 1 month, quality is very good, smooth function, everything is working fine as expected, all the jars are working, mixer is a bit loud.",2 people found this helpful
Sagar Patel,Good mixer,5.0 out of 5 stars,"Reviewed in India on December 15, 2021",Verified Purchase,"Quick & strong performance, just a bit noisy that's all, but that's probably 750W motor.

Otherwise it's a very good mixer & fun to do veggies chopping or slicing or grating in few seconds. Super cool !",One person found this helpful
Balagangadhar,Don't buy this zodiac 2.0 mixer which was made of cheap plastic,1.0 out of 5 stars,"Reviewed in India on June 26, 2020",Verified Purchase,Mixer built body very cheap quality plastic I never saw this type of cheap plastic body when we running mixer juicer some inner parts of jar plastic melting that melted small particals are maxing in juice I think it's very dangerous to health jars which are made of plastic easily breakable very delicate and cheap plastic I am using this mixer  6 months on words. This mixer is not suitable to that price my used experience of mixer don't waste your money buying this go for another good company.,One person found this helpful
Sandeep,Good Mixer,4.0 out of 5 stars,"Reviewed in India on July 18, 2022",Verified Purchase,"PROS/Very useful features:
It is able to mix Atta for chapati in 2 minutes.
It can chop vegetables and ground nuts in small pieces.
Yet to try Juicer

CONS:
Loud noise when turning on
Locking jar is very tight, you might face difficulty if not very strong",
Hari Prasad M,Problems with the Preethi mixer.,5.0 out of 5 stars,"Reviewed in India on July 3, 2020",Verified Purchase,Fibre jars are delicate and may not last long. Juicer blades are stuck and difficulty in changing them. Vegetable slicer meterial is delicate and may not last long. The sliced pieces are two small or too big. The small pieces become solid paste. So put medium slicer for vegetable chopping.,2 people found this helpful
C G Anitha,Best support in kitchen,5.0 out of 5 stars,"Reviewed in India on November 23, 2021",Verified Purchase,It supports in kitchen especially it gives soft rotis,2 people found this helpful
Rama S.,VERY CHEAP QUALITY. NOT WORTH THE PRICE !!!,1.0 out of 5 stars,"Reviewed in India on December 11, 2020",Verified Purchase,"ALL LIDS ARE VERY TIGHT AND HAVE THE DANGER OF DROPPING THE JARS ON YOUR FEET! THE MOMENT I BOUGHT IT AT 8499, THEY DROPPED THE PRICE TO 7699. AND THEY DON'T ENCOURAGE HONEST CUSTOMERS !! I THINK IT'S BETTER I GO TO INDIAN MARKET PLACES !!",2 people found this helpful
Gforgratitude,A good product which is very noisy,4.0 out of 5 stars,"Reviewed in India on October 29, 2019",Verified Purchase,"It has a lot of extensions to it. the material is plastic. After two years of heavy daily usage, the handle of the smallest jar has cracked a bit. Only problem is the noise. It's too loud, but for the price and the number of extensions got, the product is worth it!!!",One person found this helpful
Ajayanand Duraisamy,Good product 👌,5.0 out of 5 stars,"Reviewed in India on October 10, 2019",Verified Purchase,"Brought for my mom who is using summet mixer grinder for last 20 years.
Noise level while compared to old one this is better.
Master chef jar is very useful. Atta kneading,chopping and slicing of vegetables are very quick and easy.
Juicer jar is not developed for all the fruits as I used for some fruits which is not quite good.
All the other jars works very well.",3 people found this helpful
vijayaraj,very good product,5.0 out of 5 stars,"Reviewed in India on April 23, 2022",Verified Purchase,very good product  satisfied,2 people found this helpful
sanath,Bad quality of master chef jar,1.0 out of 5 stars,"Reviewed in India on October 31, 2020",Verified Purchase,"We used master chef jar for citrus extraction hardly Two times and pulley (pics as attached) got damage. Noise is very high while using master chef jar. I am surprised that, how it clear noise test?

And juicer jar not at all good.",One person found this helpful
Murugan,Budget zodiac,5.0 out of 5 stars,"Reviewed in India on March 25, 2022",Verified Purchase,"It’s wise to choose mg-218 for 8k than 13k for mg-225.
You’ll have more features.
!!! Be careful with the slicing blades while cleaning!!!",One person found this helpful
Parth,All you need to know before buying it,5.0 out of 5 stars,"Reviewed in India on November 12, 2020",Verified Purchase,Writting this review after almost a year of using it. It's the best mixer grinder you can get in this price range. In a whole year it didn't fail for a single time. There is a bit of a noice in it but its manageable. It's not too loud. The motor is also awesome and best of it is indian made. So please go for it.,One person found this helpful
Amazon Customer,Best food processor,5.0 out of 5 stars,"Reviewed in India on July 15, 2021",Verified Purchase,Awesome product..must buy for every household..this is my 3rd purchase of food processor..but this is my best purchase. Writing after 3 months of usage,2 people found this helpful
Shailesh K.,Excellent quality .. perfect purchase,5.0 out of 5 stars,"Reviewed in India on November 19, 2020",Verified Purchase,I was guided by my somenof my lady friends to purchase this ... And must say they were right .. it was a perfect purchase ... And value for money ... Just a bit noisy thats what i think...,One person found this helpful
Poornima,not so satisfactory,3.0 out of 5 stars,"Reviewed in India on July 12, 2021",Verified Purchase,"the company logo and instructions on switch regulator are getting erased already within a month of use,when the product is being sold at such high prize, but ordinary features like indicator is such a low quality is unexpected and disppoinnting, more over food processor is not so satisfactory",
pallavi,Best mixer ever...,5.0 out of 5 stars,"Reviewed in India on June 9, 2020",Verified Purchase,It's been two weeks I am using it ..grinds in few seconds ....very easy to clean... You can actually open up all the parts and clean ..easy to fix them up again...best is the juicer.... I used it for solkadi... Saved a lot of time..it occupies less space as compared to other food processors....10 on 10 for this,2 people found this helpful
Smita,Good one,4.0 out of 5 stars,"Reviewed in India on December 29, 2020",Verified Purchase,Very good one from Preethi. One thing is that when we buy from Amazon there is no demo from the company to show how to use the product. Especially the juicer needs a demo rest is easy to use.  Also in demo they give information of which jar to be used for which all purposes. This helps is to use it carefully.,
Kindle Customer,Less noise good results,4.0 out of 5 stars,"Reviewed in India on August 18, 2021",Verified Purchase,"I would suggest to go for it only juicer is not upto the mark though it works fine.

1) provide good and multiple results in less noise absolutely a good quality .
2) product quality is good i.e manufacturing which shows it will last longer.
3) provide life time free service now a days it is required as lot of frauds are there in the market if we go to repair it from third party.
4) No other products can compete with this one as it is useful for varity of task with free life time service.",
Amarnath,Excellent value for money,5.0 out of 5 stars,"Reviewed in India on August 22, 2020",Verified Purchase,Video Player is loading.,4 people found this helpful
Amazon Customer,Defective and used piece  delivered,1.0 out of 5 stars,"Reviewed in India on June 11, 2021",Verified Purchase,"First delivery was defective  piece and was replaced within 2 days.Second one Used piece delivered, with scratches and stained. Delivered by SHOP24. I am surprised on the pathetic service of this partner.  Thanks to Amazon for accepting  Return Of product.",2 people found this helpful
Mahantesh,"Build quality is very poor, All jar blade threads slipped.",2.0 out of 5 stars,"Reviewed in India on March 6, 2022",Verified Purchase,"The parts used for the mixie looks sourced from very poor quality manufacturers, for e.g all the jar blades slipped in three months. The paint and labels getting erased and in 6 months the mixie looks like 5 year old.",
S.VIJAYAKUMAR,Best buy!!!worth the penny paid!!,5.0 out of 5 stars,"Reviewed in India on January 28, 2020",Verified Purchase,"Very user friendly product from Preethi. A mixer grinder along with food processor,  a wonderful combination, which safe lots of space on your kitchen. It does its job perfectly. Every aspect is simple super. Without a doubt you can go for it.",2 people found this helpful
Amazon Customer,Good food processor,5.0 out of 5 stars,"Reviewed in India on June 28, 2021",Verified Purchase,"I am writing the review after using it for quite a time. It is useful for chopping, grinding and kneading the dough. It is very beneficial for daily use",2 people found this helpful
Amazon Customer ,👍👍👍,4.0 out of 5 stars,"Reviewed in India on October 14, 2020",Verified Purchase,I used the Master chef jar everyday for kneading atta chopping for 2 years but one day the chef jar broke while slicing raw coconut. The pieces of the plastic are sharp. No regrets there. I will replace it and use. Mixer is powerful and Helpful in kitchen.,
