Name,Title,aiconalt,View,State,View1,asizebase
Anand.R.T,Abnormal noise from jars even at empty running & jars are low quality than other brand of same price,1.0 out of 5 stars,"Reviewed in India on June 17, 2022",Verified Purchase,,One person found this helpful
Geetanjali,The worst mixer I have purchased in my life.,1.0 out of 5 stars,"Reviewed in India on November 27, 2021",Verified Purchase,"My previous mixer was a Philips too and it served me excellently for 7 years, which is why I purchased this was. Big mistake. Everything is wrong with it. The fact that it is obnoxiously loud is the least of my concerns. The lid flies off unless you hold on to it for dear life. The lock is so tight that you need to exert unusual strenght to disengage it. The hole in the lid leaks stuff from inside unless you block it with your thumb, irrespective of the quantity. Coconut takes forever to grind even if chopped finely. What a disappointment.",
Amit,Received defective item :-(,1.0 out of 5 stars,"Reviewed in India on October 22, 2020",Verified Purchase,"Received defective mixer grinder. As soon as we started, motor started sparking. Initially we thought it was just because it's new, but after sometime it started to appear as full motor is burning.

Didn't want to take risk so returned the product.",2 people found this helpful
v K Mathur,Worst product received as replacement,2.0 out of 5 stars,"Reviewed in India on November 2, 2020",Verified Purchase,"The product received initially gives heavy noise.  I lodge complaint for replacement and same is provided by seller within 5 days but the product delivered as a replacement is neither original Philips nor fresh item.  It is old,  already used and defective mixer grinder of some other company which is not mentioned anywhere on the product.  This is worst product that I received through online since last three years.",One person found this helpful
Anandita ,A brand that doesn’t respect their own name,2.0 out of 5 stars,"Reviewed in India on May 20, 2020",Verified Purchase,"When you buy something from a well renowned brand, you expect that the quality of their products will be the best, however, it seems that in order to sell products, they also fall into the trap of cheap products.

To be precise, the jars are terrible, the worst I have ever seen. How it is possible to have Screws inside the jar? How you will clean it properly when you cannot separate the base unless you take them off with tools? Even if you manage to do it, it may damage it, so basically it is a disposable electronic garbage.",One person found this helpful
KT,Keep calm when the mixer is on,3.0 out of 5 stars,"Reviewed in India on September 27, 2020",Verified Purchase,"They delivered the first one in the open-box condition. There was no manufacturer seal or original packaging. It clearly looked like a returned product from a previous consumer. After opening, we found the lid of the smaller jar to be cracked. No surprises there. I had to call 4 times to get the product replaced. The new one arrived in a proper condition which seems to indicate Amazon knows what it is doing. They were trying to dump an open-box product on me at a full price. This eroded my trust in Amazon India, at least when it comes to buying small appliances. I will have to now think a little more and give physical retail a hard look before making a purchase. I would rather pay a few extra bucks for a peace of mind than gamble over at Amazon. The product itself is ok. Very noisy and bulky for a home mixer. At that price, brand name should not matter much but I don't know why I was  expecting more from Philips. You get what you pay for so can't complain much there.  You can go with a lower priced Indian brand and I am sure you will be just as ok.",
Arbaaz Khan,Design blunder,2.0 out of 5 stars,"Reviewed in India on June 25, 2021",Verified Purchase,"Poor design, I think one go for any other model or brand at this price. This product has lot problems:
1) Noise levels are extremely high
2) Jar caps don't have locks, so they can simply fly off if you don't hold them from the top.
3) The blades in all the jar are blunt, due which it doesn't grind things properly. One cannot finely grind hard things like spices and even idli batter.
Overall I would recommend, not buy it.
The ventilation feature is just a gimmick don't fall for it.",
Soumya Roy,SUBSTANDARD PRODUCT- DO NOT BUY!!,1.0 out of 5 stars,"Reviewed in India on May 23, 2022",Verified Purchase,"I did not expect such low quality product to be manufactured by Philips. The plastic handle was cracked. The material was so brittle that pieces of it were falling off. There were scratch marks on the steel. The screws inside looked wonky. I wouldn't have believed a Philip's product could have such bad finishing had I not seen it with my own eyes. Also, the steel coating was peeling off in a few places of the jars.
Do not make the mistake I made. Believe the bad reviews and refrain from buying this piece of junk or else you'll be highly disappointed!",
Ananya Rout,Never buy this model,1.0 out of 5 stars,"Reviewed in India on September 15, 2021",Verified Purchase,"It doesn't mix the food properly. Its blades are thin and looks weak. You can not even return the product. You can only exchange, which is the worst. I wasted my money completely. Regret buying. If there was a zero star to rate I would have given that. Don't read the good reviews and get tempted. It is not worth it. Didn't expect this from Philips. I had one silent grinder from Philips that was much better. This model should be banned.",One person found this helpful
Aishwarya,Disappointed with the performance.,1.0 out of 5 stars,"Reviewed in India on October 16, 2021",Verified Purchase,We have used the same model in the past [which we purchased from a nearby shop] and it worked amazingly well for several years. But since the lids of the jars were damaged due to prolonged use we decided to buy same model [However this time we ordered from Amazon]. And unfortunately we are highly disappointed with it's performance. The blades of the jars are not sharp at all. They are so blunt that it couldn't even grind the ginger garlic to make a fine paste. Look-wise it is good but the sole purpose for which we actually purchased it is not fulfilled. This is absolutely not expected from the brand like Prestige. Buying this product from Amazon is total waste of money.,
Suchin,Cheap Phillips,1.0 out of 5 stars,"Reviewed in India on December 20, 2021",Verified Purchase,"I purchased this just because it has a reputed brand name on it however trust me, the quality of the steel jars are alike that of utensils Sold on the streets, very cheap, the blades are not sharp at all, noice level is like a helicopter. I tried to grind masala but it wasn't Fully chopped so returned the product",
Chaitra,Nice Product but using chutney create mess in kitchen. Also jars are of substandard quality Steel.,3.0 out of 5 stars,"Reviewed in India on August 22, 2021",Verified Purchase,"Nice product. Looks pretty in kitchen. But the steel is of Bad quality. I have used the mixer for 3 months. Jar are rusting around the blades. Also, chutney jar is too small, jar cap gets opened while grinding and create a big mess in kitchen.. I had to clean my kitchen 3 times ass it spilled the content all over the walls. Very Pathetic.",
Chelsea Jimenez,good but wish it had a chopper blade,4.0 out of 5 stars,"Reviewed in India on May 10, 2021",Verified Purchase,"I usually use my mixer for smoothies and the bladed included in this do not work well with liquids. Not even bananas and dates are blended well, which leaves the food items in chunks and not a smooth blend. The blades are not good for wet blending. I would prefer to have the chopper blade included.",
Jayanta Ghosh,Not efficient. Buy bajaj classic at lower price,3.0 out of 5 stars,"Reviewed in India on September 23, 2020",Verified Purchase,I had bajaj classic before this. So I thought to give this a try. But it doesn't grind like the bajaj. Efficiency is not good. I returned it and bought bajaj twister at the same price. And that's awesome. So if you're looking at this price range then bajaj twister is the best. And even the lower priced baja classic is better than this in grinding,
Sunil Nair,Noisy and below average quantity can be used for grinding in bigger jars,3.0 out of 5 stars,"Reviewed in India on July 16, 2021",Verified Purchase,"A bit on the louder side during use.
Wet jar grinding was not as efficient while grinding for dosa batter. A locking lid would have been better. All three jars have the same blade type.
Wet jar was also used for extracting butter but due to heating of jar, couldn't do so.
Lookwise its great.",
Rakesh Swain,Awesome grinder,5.0 out of 5 stars,"Reviewed in India on April 24, 2022",Verified Purchase,"Pros:

1. Pretty good grinder out of all the grinders i have seen so far.
2. Wife says grinds pretty fast and neat. And no complex features. Easy to use.
3. The rubber suction pads at the bottom helps to keep it stable.
4. Light weight.

Cons:
1. Could have added a blender.",
Bhushan Pradeep Shetye,It's easy to use and clean. It's damn good mixer,5.0 out of 5 stars,"Reviewed in India on January 15, 2022",Verified Purchase,"Like :-
1) it's easy to clean and use
2) it's power it is not power it is a powerhouse.
3) it looks like a modern thing and it works Also like that.
4) it's safety feature work damn good 5 star for safety reasons. It automatically stop when the mixer is overload or the right container is not taken for the right work.
Dislike :-
1)The wire is bit small.
⭕⭕ ( we need a big wire. But not everyone needed a big wire so everyone should see where is the socket and where is the mixer)
2) The sound is very nice but it could be more silent

But then also you could buy it it is a very nice product",
Shashi Ranjan,Recommend,4.0 out of 5 stars,"Reviewed in India on January 19, 2022",Verified Purchase,So far good...lids of 2 smaller jars are of plastic and look very fragile...comparatively the lid of largest jar looks of better quality....improve the lid material why not of glass toughened ...noise a bit high...used it 3 times only...,
Hemendra,Not good. Lid does not support pressure.,1.0 out of 5 stars,"Reviewed in India on September 11, 2019",Verified Purchase,"Not a good product.  When you try to grind small portion of chutney or use as a juicer, the lid does not support the pressure and just overflows. Disappointed. waste of money. Not sure if I can exchange this for any other product.",3 people found this helpful
Shreya c.,Pathetic product and service...do not purchase,1.0 out of 5 stars,"Reviewed in India on December 13, 2021",Verified Purchase,"Jar gets stuck and does not come off easily, gets over heated to the extent that it can't be touched. Quality of jars is bad, steel is very thin and edges are sharp, finishing is not user friendly and safe. Service executive came after logging a complaint with a week of purchase and even though no wet items were used for grinding he said there is no problem with the mixer and because of wet grinding jars het stuck and this much heating is normal because it's high watt mixer. Did nothing to fix the problem and in the service report he mentioned that issue is fixed. Pathetic product and service by the brand. Do not buy this product and waste your money.",
Mayank Saxena,Missing rubber gasket for the medium jar!.,3.0 out of 5 stars,"Reviewed in India on April 13, 2021",Verified Purchase,"Out of mere coincidence, I am also facing the so called packaging issue, which is, not including gasket for the medium jar. What kind of cheating is this?. Philips needs to check the sellers discretion here. He might be selling the gaskets in black.?. When the 'details and specs' coloumn says all jars include rubber gasket, then what is going wrong?. Otherwise the mixie worksike a charm. Will have to see in longer use.",
Nidhi Jain,Not worth it!,3.0 out of 5 stars,"Reviewed in India on July 16, 2020",Verified Purchase,"I have been using this for last 6 month and here are few things I have noticed
1) chutney jar is too small for even family of 2. If you fill little more it spills out
2) It does vibration noise a lot.
3) I have been using it for making smoothies but there are pieces of fruit left. With 750 w it shudnt be the case.",One person found this helpful
Abc,Worst piece,1.0 out of 5 stars,"Reviewed in India on July 6, 2021",Verified Purchase,"Its the worst mixer grinder i have ever seen.
Its so light.
It cannot take the vibration, when the machine starts
If company is ready to take it back, i am ready to give it back.
I got this for my mother,who is very fond of cooking,she is 82 and she also says that it is the worst piece of grinder in her life.
I got 750 watt one for strong motor function,but if no use
Chutney jar gets heated up in seconds",One person found this helpful
Laxshmi Narayanan Raman,Mini jar broke within 1 yr,3.0 out of 5 stars,"Reviewed in India on October 30, 2021",Verified Purchase,"A week short of 1 Yr the mini jar broke. The locking plastic base and even the lower steel part.

Very poor quality build. We don't even use turmeric or something that's hard to grind. Primarily for chutneys.

Never thought Philips would have poor quality",
Khushi,Put some more money and a better product you get,3.0 out of 5 stars,"Reviewed in India on April 11, 2021",Verified Purchase,"Disappointed with the quality of jars. We have Bosch and must say there's a big difference in the quality of the materials used. Bought this as a gift for our housemaid and was wrapped in gift paper. If we had opened the box before gifting it, we would have returned it for sure.",
"Vedu Mitter, Former CEO and a Six Sigma Black Belt.",Apparent Design flaw,1.0 out of 5 stars,"Reviewed in India on April 4, 2022",Verified Purchase,"The sleek looking unit seems good, but disappointed due to behavior in dry grinding.
The small as well as multi-use mid-jar get stuck on base and very difficult to remove even after cooling time. It is an ordeal.",
Ritu Singh,Fast grinding with low noise,5.0 out of 5 stars,"Reviewed in India on June 2, 2022",Verified Purchase,"I just loved this grinder. Have used 5 grinder from different brands in the past. The noise of the grinder is not absolutely very low but better than others and not a sharp disturbing one. I grinded soaked rice and its so fast and evenly grinded. Have used over 3 months without any problem. So just loving it 👍🏻

Definitely recommended",
Sakthi,Worst quality of jars and blades,1.0 out of 5 stars,"Reviewed in India on June 29, 2021",Verified Purchase,"Worst quality of jars. Such a thin jar.
I am shocked. Even My old Philips 4 years old mixer has better quality of jars and less noise.

Noise level is very high. Feels like blades are scratching the jars body and mixer base.

Totally disappointed and not expected from Philips brand. I returned it.",
Steve peter,Got confused between a Helicopter and a Mixer,1.0 out of 5 stars,"Reviewed in India on September 25, 2021",Verified Purchase,"When I used this product my neighbourhood  thought we bought a helicopter, everyone ran towards our house only see understand it was this loud mixer.",2 people found this helpful
Amazon Customer,Quality issue,1.0 out of 5 stars,"Reviewed in India on July 22, 2022",Verified Purchase,"The chutney jar has gone bad, it does not grind any more, never expected this from Phillips. When it was writing, b the blades are fixed, do cleaning was an issue, especially after mincing meat.",
"Jayakrishnan, Kerala",Good product,4.0 out of 5 stars,"Reviewed in India on July 7, 2021",Verified Purchase,Another good product from Philips. The one I got was not well packed when I opened the sealed manufacturer box and it look like a returned item and that I don't care. Some paint spill was there and it went off when I wiped with a cloth. It's a noisy machine.,
Harshavardhini,Stopped working within a month of usage!!,1.0 out of 5 stars,"Reviewed in India on April 12, 2022",Verified Purchase,The motor started cribbing within a month of usage and now it is not working at all. I have registered complaints to Phillips but no reaponse is received. Even got this product replaced because the initial received blades of jar were loose  Would not recommend to buy this product from amazon. Better go for offline.,One person found this helpful
Harshika,"Motor is powerful... do handle the container while grinding/mixing spices,  etc.smoothee",5.0 out of 5 stars,"Reviewed in India on December 24, 2019",Verified Purchase,"After it arrived checked it and found motor to be powerful as it's 750 watt.
Other than that it has easily cleanable containers and seems to be a fine product no complains till now.
Do handle the container while mixing/grinding and don't block tiny opening for air from top as you might end up with items spilling away.",2 people found this helpful
PAP,Don't deserve the price of d product,3.0 out of 5 stars,"Reviewed in India on June 11, 2022",Verified Purchase,"All is ok.after all its reputed co..but at the time of grinding,the utensils get heated within a minute..thts ver bad..I can understand if gets heated after after continues grinding of 3,4 minuts",
SAPNA SAHU,DO NOT BUY THIS PRODUCT,1.0 out of 5 stars,"Reviewed in India on June 23, 2022",Verified Purchase,"Hi, I had purchased this product it has 2 years warranty but in 1 year its not working now. Seems the motor is destroyed. I raised a complaint against Philips that the mixer is not working and it's been more than 10 days now the technician has not fixed the issue. I have been followed up multiple times but they are just saying that the motor is supposed to exported from some other place and it's taking time. This is not what is expected from Philips.",
Debapriya,Sharp edges of the containers often injure the fingers while opening the lids.,1.0 out of 5 stars,"Reviewed in India on August 23, 2021",Verified Purchase,"The containers have really sharp edges. Fingers may get cut/injured when one's not careful while opening the lids after grinding.

Also the efficiency of grinding ain't so great. The medium sized container is the worst of the lot. It comes with no gasket and the grinding prowess is really bad.

There are better mixers out there in the market. Avoid this particular brand of mixers from Phillips.",
Bindu c,Could be much BETTER. Its Philips so,5.0 out of 5 stars,"Reviewed in India on November 5, 2019",Verified Purchase,"Its like what you pay, what you get.
Worth the money, but it could be better qith small jar, its too small, its too good for dry ingredients, wet ingredients is also good grinds very smoooth but need to use too less water, if not ingredients will be alover the kitchen,
Could be really better has it is philips",One person found this helpful
Manoj,The Philips Grinder Jar and Blades,1.0 out of 5 stars,"Reviewed in India on January 30, 2020",Verified Purchase,"The Philips grinder jar has normal screws protruding out, this may lead to food particles getting stuck and cleaning becoming difficult.
The blades of a brand new grinder were found of poor quality with no sharpness. There was no plastic spatula in the packing box nor an extra blade(normally other vendors do provide). The overall quality was poor (just like made in Ulhasnagar)",2 people found this helpful
Indira,Great experience,5.0 out of 5 stars,"Reviewed in India on June 18, 2022",Verified Purchase,"Super product. I was anxious reading the customer reviews. And thoughtful about how much efficient it is. Today we powdered black pepper and it came out soo nice. Never expected that.
Powerful and intelligent design.",
Namrta Shah,Ok ok product,3.0 out of 5 stars,"Reviewed in India on April 28, 2019",Verified Purchase,"Product description says that burning smell will come for 1st two usage but I am using it for more than a month now and still the burning smell comes. The small jar looks small but it is sufficient for two people. However, you cannot make very small quantity in it easily, it do not get churn properly untill and unless you add some water to it.",One person found this helpful
Binit p.,Jar quality not up to the mark...,3.0 out of 5 stars,"Reviewed in India on October 17, 2020",Verified Purchase,"1st of all there was no packaging from Amazon.They have delivered as it is .

I felt the jars are of thin steel..
And when you turn on it ,there is no indicator on this...

These are d things I missed...",One person found this helpful
Amazon Customer,"Very good Value for money, Very Good product!",5.0 out of 5 stars,"Reviewed in India on July 3, 2021",Verified Purchase,"Have always trusted Philips and here again is a product that has delivered on my trust. Good sturdy design, poweful motor, easy to clean and less noisy. Very good value for money!
Could have come with the gaskets on the jars to stop water or liquids from gushing out when turn on the motor.
But definitely would suggest to go for it to others in this budget range.",
Praveen,Very Bad Quality Jars. Not at all satisfactory.,1.0 out of 5 stars,"Reviewed in India on August 1, 2021",Verified Purchase,The product received is not at all satisfactory. The nut below the big jar got loose after using only 2-3 times. It did not work after that . Within a month now middle jar has also stopped working. Screw and nuts used in the jars have got rusted. I bought the product basis the brand name but I am really disappointed that after spending good amount on the item we have got a very bad quality product especially jars. Our family is a regular buyer on Amazon ….Request Amazon and Phillips to arrange for an exchange of the product as we could not use it for a month even . This has made this shopping a very bad experience.,
Dev,Pathetic product,1.0 out of 5 stars,"Reviewed in India on December 5, 2021",Verified Purchase,"This Philip machine makes a lot of noise,even after using it for long the purpose of the mixer is not achieved. It fails to do its work. Very unhappy but stuck with this stupid product..Highly recommend to avoid this brand.",
Amazon Customer,Our views,3.0 out of 5 stars,"Reviewed in India on September 2, 2018",Verified Purchase,I had purchased 750 Watts Philips mixture grinder earlier long back which was very good still in service with very little noise. We had purchased the new grinder from the same company with great expectations.  But we find the same very noisy and we are disappointed,7 people found this helpful
Aqura,pathetically noisy,2.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,"We had a philips mixer for the past 13 years, which needed repair twice towards the past 2 years in the lockdown it died on us, instead of again getting it repaired thought to buy a new one.
A big mistake to buy this one, it's very noisy similar to 2 wheelers without silencer and the noise starts as soon as you turn the nob. Should have bought different one, but already have wet grinder, cold press juicer, hand blender so thought, there is no point buying fancier one... But.",
Raj,Too much noisy and grinding not effective.,1.0 out of 5 stars,"Reviewed in India on November 24, 2021",Verified Purchase,"Not recommended at all.
Cons:
1. Only one blade so the grinding is very less effective.
2. No hooks for tight the jars.
3. Too much noisy.
4. The jars do not fit smoothly.

Pros:
1. Compact",
saurav dubey,cheap product,3.0 out of 5 stars,"Reviewed in India on May 7, 2019",Verified Purchase,"the mixer is bit silent and runs smooth, but the material of the jar is very thin and of low quality, the blades are fixed you can remove or add other blades, blades also seems very thin and of bad quality, have to use for some time and will write about that, the plastic seems cheap, and the power plug is of a cheap quality didn't expect this from Philips it feels as it's been assembled in some cheap market product.",2 people found this helpful
Swapneel Damle,Not upto the mark,3.0 out of 5 stars,"Reviewed in India on May 26, 2021",Verified Purchase,The jars included in the mixer are made of very thin guage of steel compared to my previous Philips mixer grinder purchased around 10 yrs ago.  Even the gaskets are made of rubber compared to silicone ones supplied by Morphy Richards or even Amazon Basics. Didnt expect from this from a Philips product. Not worth the extra premium. Go to a store and check other brands before buying.,
Vivek,Do not buy it does not work waste of money,1.0 out of 5 stars,"Reviewed in India on January 24, 2022",Verified Purchase,"Do not buy it does not work waste of money.

I have this machine for 1.5 years now, it has stopped working 7 times till now. I have called Philips to repair as it is in warranty, even the service guys says this Philips machine is bad.",
Deep Banerjee,Really feels like Philips,4.0 out of 5 stars,"Reviewed in India on August 14, 2021",Verified Purchase,Build quality is very good. Noise is very low in comparison to others. Looks good. Even had vacuum lock underneath to lock the item in ground values. Only drawback is the blades are fixed which makes it little difficult to clean.,
spandana,Within a month product not working. Pathetic After Sales Service,1.0 out of 5 stars,"Reviewed in India on September 26, 2021",Verified Purchase,"Within a month product not working. Philips customer care number said technician will call after 3 days and turn around is 7 working days. It means I cannot grind for 7 working days. Pathetic After Sales Service.

Product delivered on 23rd Aug and today is 26th Sep. There is no option for 0 star.

Amazon, plz look into it.",One person found this helpful
Ashwin Kunder,Not very happy with this product,1.0 out of 5 stars,"Reviewed in India on March 27, 2022",Verified Purchase,"Well, what makes a mixer-grinder good is it's ability to grind masalas to a fine consistency. Which this products fails to do. Didn't expect this from a Philips product. Unable to grind masalas and batters to fine consistency. So honestly, it's just lying in my house and occupying space unused.",
Sanjeev kumar,"Fine Mixer unit, Awful Jar Blades.",3.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,"The mixer itself is good. High powered motor with higher RPM at 750 Watts.
But Jars, they are Ridiculous, The blades look like cheap ones and are of fixed type.
While grinding liquid stuff like banana, tomatoes, mangoes etc. the majority of pulp got stuck to the bottom corner of walls.",One person found this helpful
Ritika,Worst service I have ever experienced my pickup is not completed since 15 days,1.0 out of 5 stars,"Reviewed in India on July 15, 2021",Verified Purchase,I bought a mixer grinder on 1st july. It was defective . I asked customer care to make a return of it . But it is not done till now i have called customer care at least 9-10 times but none of their team member is solving my issue. I am contacting them twice or thrice a day whenver i asked what is the issue they said mam your return will be done by today or next day. I am listening this from past 15 days. I also talked to their head Ms Aiysha but she is also irresponsible. I am getting no update from their side. So i recommend not to buy this product,
mas.mani,Philips - The name speaks about the quality,5.0 out of 5 stars,"Reviewed in India on February 6, 2021",Verified Purchase,"Dry grinding jar handle screw:- out of two screws one was wrongly and partly fixed resulting shake in the handle. Unable to unscrew it to fix it properly. Seems no checking was done before packing the product.
Don't have facility to ask for replacement via Amazon.
Going to take up the issue with manufacturer Philips.",
Ankit Panwar,Powerful Machine - Master Piece,5.0 out of 5 stars,"Reviewed in India on May 31, 2021",Verified Purchase,"Amazing product..delivers what it says..
The design and performance express its brand value. I am fully satisfied with the product.
Noise level is very tolerable..blades are really sharp and the grinders do its job perfectly..
The design of the product is made in such a way so that it can be used easily.
Very powerful machine...looks great and best in class.
I recommend it to everyone..",
Himanshu Kushwaha,"Build, Speed, Easy to Clean are Good",5.0 out of 5 stars,"Reviewed in India on July 10, 2021",Verified Purchase,"Build Quality - Good, Sturdy
Easy to Clean - very easy
Speed - 3 speed
Power - Seems very powerful

Overall - Best buy

Using since 1.5 months",One person found this helpful
Ravi Shankar B R,Defective Product,2.0 out of 5 stars,"Reviewed in India on May 24, 2021",Verified Purchase,One lid for the Jar came without a gasket.  Two of the lids were without the original polythene covers that come with such lids while one of them still had the polythene cover.  I had an impression that this was probably used for display somewhere and was packed and sent to us when we placed an order.  This is my first unpleasant experience with Amazon and hope this would not happen again.,One person found this helpful
Rohit,The worst mixer I have ever purchased,1.0 out of 5 stars,"Reviewed in India on May 29, 2022",Verified Purchase,I have recently purchased it and without even using the small jar for one time also it is not working and it came out.even though there is warranty it is of no use as amazon and Philips are least bothered about the customers. I will give zero rating for this product. Never I will buy a product from Amazon as they are not providing any support to customer even though we have warranty,
Vinanthy,"Very bad quality , poor customer service please do not buy",1.0 out of 5 stars,"Reviewed in India on March 28, 2022",Verified Purchase,"Bought this mixer/grinder a month back and the product already started getting rust in all the three jars and doesn't grind well and the noise is horrible. Customer service is also poor, when checked with manufacturer about the issue they ask to clean the rust by yourself and use it. Such careless behavior. Please do not buy the product .I totally regret this purchase from amazon.",
Amazon Customer,Low quality and sub standard jars,1.0 out of 5 stars,"Reviewed in India on May 23, 2021",Verified Purchase,"Didn't expect such a product from Philips not even 1 month and the jar is broken. The blade is free and does not grind any thing. On close observation I can see the nut at the bottom is cracked.

To start with both the jars are sub standard and smaller as compared to previous ones we ever had. But it breaking with less than 2 months operation is simply unacceptable.",
SK,Two pin plug not expected this from Philips,1.0 out of 5 stars,"Reviewed in India on July 31, 2021",Verified Purchase,"We purchased it because of the Philips brand. But this mixer has a cord which has a two pin plug (instead of a safer 3 pin one) and we did not expect this type of low quality from Philips.

So it seems the Philips brand is NOW less trust-worthy.
Lock mechanism of the jar lids is also not good.

Also the blades seem to be not sharp and the mixer wobbles and shakes while mixing.",
interlude,Good product but noisy.,3.0 out of 5 stars,"Reviewed in India on December 27, 2018",Verified Purchase,"The most important thing you should know before you buy this product is that, it's very noisy and it can get uncomfortable sometimes.
The mixer is very powerful and it grinds well. The black color looks very good in my opinion. It's very easy to clean and the vibration is also low.
But the noise is awful. It sound like a vacuum cleaner.
Overall a fairly good product if you don't bother the noise.",
Avinash,Good product but one useless very small jar,4.0 out of 5 stars,"Reviewed in India on November 18, 2021",Verified Purchase,"The small jar is too small to be used for grinding anything in significant amount and it gets heated superfast. Everything is good and i am not sad about this purchase. If the jar doesn't bother you then i will recommend to go ahead and buy it , its worth it.",
Amazon customer ,Noisy but overall good,3.0 out of 5 stars,"Reviewed in India on November 19, 2020",Verified Purchase,"Makes lot of noise.. also the lids are tight.. and one jar the gasket is missing..I really wonder why... and that one little difficult to even put the lid back..
However performance wise good
But all jars have only two blades instead of 4... don’t know the reason why",
Rachel v.,Nice,5.0 out of 5 stars,"Reviewed in India on June 13, 2022",Verified Purchase,I like the product and the packaging was very good and protective and very sturdy easy to use. The product was very nice very  good grinding and noise medium very powerful and I just got my grinding in 20 seconds. Small but very powerful and use less space in your budget this is very nice. Just go for it,
Rakesh B.,It's nice  .Due to heavy moter this much noise ok .,5.0 out of 5 stars,"Reviewed in India on July 18, 2021",Verified Purchase,Due to heavy moter this much noise is not bad .Overall Philip's is Philip's. People go to Brand  Name after use we know wich is good  .Better then Chinese Products wich just stamp any brand name local or foreign  .Made in India is good,
leena bhanushali,Product is not good,2.0 out of 5 stars,"Reviewed in India on November 1, 2021",Verified Purchase,I purchased this product in September. There a 3 jars. Medium shape jar has lid with rubber protection missing. I am not able to use that jar as other lids does not fit. Chutney jar is very very small. If i want to make some grinding I do it in batches...I don't have choice as I did not had any alternative.,
Arti,Gets super hot...beware!,1.0 out of 5 stars,"Reviewed in India on August 30, 2021",Verified Purchase,"This morning I burned...yes...burned my finger while trying to open the lid after a usual whirring of spices. Never have I ever experienced something like this. Don't know if its a defective piece or this is an issue with this brand.

Update : Complained to Phillips. They said they will send a rep to look at the machine. That was more than 10 days ago. No one has showed up.",
Abhishek koley,In the name of Philips it's a very ordinary and cheap quantity one,1.0 out of 5 stars,"Reviewed in India on October 10, 2021",Verified Purchase,The product is very cheap in terms of quality. The noise levels should be compared with a hammer drill. You won't identify which one is running. The blades are non removable hence not easy for cleaning.,
InkyMeghna,A support in the kitchen,5.0 out of 5 stars,"Reviewed in India on August 24, 2021",Verified Purchase,"The mixer blades are sharp and grinds to a fine paste at one go itself.
Easy to clean and rustfree.
A little noisy but manageable because of lesser time it takes.
Complete value for money",
Sushmita Shrestha,Product is average doesn’t live up to the brand name Philips,3.0 out of 5 stars,"Reviewed in India on February 9, 2022",Verified Purchase,I bought this because of the branch Philips but the noise level is too high & highly disappointed of that. Lid of medium jar was missing.Small jar is too small .it doesn’t live up to the brand name . Highly disappointed by the overall product,
sachin,Worst coupler(roller) used in this product,3.0 out of 5 stars,"Reviewed in India on March 13, 2021",Verified Purchase,The quality of coupler(roller) is worst. Multiple times it has gotten free in last 1.5 years. Philips need to work on the quality of coupler used in this model. Just grinding normal items and coupler is getting free in every 2 months,One person found this helpful
Pradeep Rawat,Worthless,1.0 out of 5 stars,"Reviewed in India on October 26, 2020",Verified Purchase,"I am a prime user ,got late delivery then expected and after all thewait , the item comes defective , it does not even starts.and when you go to reship the item , they tell you to wait for again 10 more days . Worst delivery from Amazon",3 people found this helpful
Pankaj Raja,Pathetic product,1.0 out of 5 stars,"Reviewed in India on January 22, 2021",Verified Purchase,I had ordered this product and the lid of the medium sized jar was bigger than the jar and that's why it didn't fit. I requested for a replacement and I got it replaced and the same thing got repeated with the medium sized jar. There is no guarantee that the product you receive is going to be perfect! Small minor problems like these are irritating! I loved the product but because of this happening two times it's irritating and now I have to ask for another replacement and I can still not be sure if the next product will be without faults !! Completely unhappy with the product and the quality.,
PV,Excellent product,5.0 out of 5 stars,"Reviewed in India on May 15, 2022",Verified Purchase,"1. Does not come with too many paraphernalia hence easy to store / display
2. Sturdy metal jars with lids
3. Wonderful functionality
5. Good speed",
amrita,Sent a broken product,1.0 out of 5 stars,"Reviewed in India on October 23, 2020",Verified Purchase,"Opened the packaging and realised the handle of the mixi was broken. Absolutely pathetic packaging which would have led to this. Can't comment on the product quality as I never got a chance to use it. Switched on once to see if it works, realised it's quite noisy.",One person found this helpful
Mayur Jain,The loudest mixer grinder I have ever seen,2.0 out of 5 stars,"Reviewed in India on June 22, 2022",Verified Purchase,"buy this thing if you want to go deaf or enjoy extremely loud unpleasant noises, otherwise stay away. I purchase one, then got a replacement unit from Amazon thinking that the first one might be defective, but no luck, the second one was equally as loud. Thanks to Amazon for accepting the return and refunding my money",
Deepak,Value for money!,3.0 out of 5 stars,"Reviewed in India on July 4, 2022",Verified Purchase,It's good and valurle for money. But it's not as good as some of its competitors since it's not grinding that good with all jars given with package,
Ritz,They are hiding few pictures of jars,1.0 out of 5 stars,"Reviewed in India on September 6, 2019",Verified Purchase,Phillips is hiding the pictures of jars with screws in it which is very bad. The screws can come out easily. Amazon gave worst experience since customer service is not ready to take the product back since as per them we should not have any issues with screws. This is just ridiculous. I have escalated this further.,
